"ID";"DutchEconomy";"Periods";"CO2_1";"N2O_2";"CH4_3";"GreenhouseGasEquivalents_4";"NOx_5";"SO2_6";"NH3_7";"AcidificationEquivalents_8";"CFK12Equivalents_9";"CO_10";"NMVOC_11";"PM10_12"
"384";"317100 ";"1997JJ00";"    1398";"     0.0";"     0.2";"    1403";"     2.3";"     0.1";"     0.1";"     0.1";"     0.0";"     1.9";"     0.2";"     0.0"
"385";"317100 ";"1998JJ00";"    1370";"     0.0";"     0.2";"    1375";"     2.0";"     0.1";"     0.1";"     0.1";"     0.0";"     2.1";"     0.2";"     0.0"
"386";"317100 ";"1999JJ00";"    1381";"     0.0";"     0.2";"    1386";"     1.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     0.3";"     0.0"
"387";"317100 ";"2000JJ00";"    1405";"     0.0";"     0.2";"    1410";"     2.4";"     0.1";"     0.1";"     0.1";"     0.0";"     2.2";"     0.5";"     0.4"
"388";"317100 ";"2001JJ00";"    1313";"     0.0";"     0.2";"    1318";"     2.1";"     0.0";"     0.1";"     0.1";"     0.0";"     2.1";"     0.3";"     0.4"
"389";"317100 ";"2002JJ00";"    1381";"     0.0";"     0.2";"    1386";"     2.2";"     0.1";"     0.0";"     0.1";"     0.1";"     3.0";"     0.5";"     0.4"
"390";"317100 ";"2003JJ00";"    1317";"     0.0";"     0.2";"    1322";"     2.4";"     0.1";"     0.0";"     0.1";"     0.0";"     2.7";"     0.3";"     0.4"
"391";"317100 ";"2004JJ00";"    1316";"     0.0";"     0.2";"    1321";"     2.2";"     0.1";"     0.0";"     0.1";"     0.0";"     3.0";"     0.2";"     0.4"
"392";"317100 ";"2005JJ00";"    1567";"     0.0";"     0.2";"    1573";"     2.0";"     0.0";"     0.0";"     0.0";"     0.0";"     3.4";"     0.4";"     0.4"
"393";"317100 ";"2006JJ00";"    1525";"     0.0";"     0.2";"    1531";"     1.9";"     0.0";"     0.0";"     0.0";"     0.0";"     2.8";"     0.5";"     0.4"
"394";"317100 ";"2007JJ00";"    1289";"     0.0";"     0.2";"    1293";"     1.9";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.7";"     0.3"
"395";"317100 ";"2008JJ00";"    1086";"     0.0";"     0.1";"    1091";"     1.7";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.5";"     0.3"
"396";"317100 ";"2009JJ00";"    1049";"     0.0";"     0.1";"    1054";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.9";"     0.4";"     0.3"
"397";"317100 ";"2010JJ00";"    1155";"     0.0";"     0.2";"    1160";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     2.4";"     0.5";"     0.3"
"398";"317100 ";"2011JJ00";"    1076";"     0.0";"     0.2";"    1081";"     1.5";"     0.0";"     0.0";"     0.0";"     0.0";"     2.2";"     0.5";"     0.3"
"399";"317100 ";"2012JJ00";"    1068";"     0.0";"     0.2";"    1073";"     1.4";"     0.0";"     0.0";"     0.0";"     0.0";"     2.2";"     0.4";"     0.3"
"400";"317100 ";"2013JJ00";"     989";"     0.0";"     0.2";"     994";"     1.4";"     0.0";"     0.0";"     0.0";"     0.0";"     2.2";"     0.4";"     0.3"
"401";"317100 ";"2014JJ00";"    1013";"     0.0";"     0.2";"    1018";"     1.3";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.5";"     0.3"
"402";"317100 ";"2015JJ00";"     881";"     0.0";"     0.1";"     885";"     1.2";"     0.0";"     0.0";"     0.0";"     0.0";"     2.1";"     0.6";"     0.3"
"403";"317100 ";"2016JJ00";"     876";"     0.0";"     0.1";"     879";"     1.2";"     0.0";"     0.0";"     0.0";"     0.0";"     2.0";"     0.8";"     0.3"
"404";"317100 ";"2017JJ00";"     918";"     0.0";"     0.1";"     922";"     1.1";"     0.0";"     0.0";"     0.0";"     0.0";"     1.7";"     0.4";"     0.3"
"405";"317100 ";"2018JJ00";"     781";"     0.0";"     0.1";"     784";"     1.1";"     0.0";"     0.0";"     0.0";"     0.0";"     1.7";"     0.4";"     0.3"
"406";"318600 ";"1990JJ00";"     238";"     0.0";"     0.0";"     239";"     0.4";"     0.0";"     0.0";"     0.0";"    50.2";"     0.9";"    13.1";"     0.0"
"407";"318600 ";"1991JJ00";"     389";"     0.0";"     0.0";"     390";"     0.4";"     0.0";"     0.0";"     0.0";"    40.2";"     1.0";"    13.1";"     0.0"
"408";"318600 ";"1992JJ00";"     388";"     0.0";"     0.0";"     390";"     0.4";"     0.0";"     0.0";"     0.0";"    30.1";"     1.1";"    13.1";"     0.0"
"409";"318600 ";"1993JJ00";"     373";"     0.0";"     0.0";"     375";"     0.5";"     0.0";"     0.0";"     0.0";"    20.1";"     1.1";"    13.1";"     0.0"
"410";"318600 ";"1994JJ00";"     251";"     0.0";"     0.0";"     252";"     0.5";"     0.0";"     0.0";"     0.0";"    10.0";"     1.2";"    13.1";"     0.0"
"411";"318600 ";"1995JJ00";"     195";"     0.0";"     0.0";"     196";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"    13.2";"     0.0"
"412";"318600 ";"1996JJ00";"     223";"     0.0";"     0.0";"     224";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.6";"    12.4";"     0.0"
"413";"318600 ";"1997JJ00";"     201";"     0.0";"     0.0";"     202";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.5";"    12.2";"     0.0"
"414";"318600 ";"1998JJ00";"     216";"     0.0";"     0.0";"     217";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.7";"    12.4";"     0.0"
"415";"318600 ";"1999JJ00";"     230";"     0.0";"     0.0";"     231";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"    11.2";"     0.0"
"416";"318600 ";"2000JJ00";"     228";"     0.0";"     0.0";"     229";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.0";"    11.0";"     0.0"
"417";"318600 ";"2001JJ00";"     232";"     0.0";"     0.0";"     233";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"     7.7";"     0.0"
"418";"318600 ";"2002JJ00";"     215";"     0.0";"     0.0";"     216";"     0.5";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     7.4";"     0.0"
"419";"318600 ";"2003JJ00";"     216";"     0.0";"     0.0";"     217";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.3";"     5.6";"     0.0"
"420";"318600 ";"2004JJ00";"     234";"     0.0";"     0.0";"     235";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.2";"     5.5";"     0.0"
"421";"318600 ";"2005JJ00";"     226";"     0.0";"     0.0";"     227";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.5";"     5.4";"     0.0"
"422";"318600 ";"2006JJ00";"     192";"     0.0";"     0.0";"     193";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.6";"     4.6";"     0.0"
"423";"318600 ";"2007JJ00";"     181";"     0.0";"     0.0";"     182";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     0.9";"     4.2";"     0.0"
"424";"318600 ";"2008JJ00";"     196";"     0.0";"     0.0";"     197";"     0.4";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     3.8";"     0.0"
"425";"318600 ";"2009JJ00";"     130";"     0.0";"     0.0";"     131";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     1.1";"     3.7";"     0.0"
"426";"318600 ";"2010JJ00";"     126";"     0.0";"     0.0";"     127";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.8";"     3.4";"     0.0"
"427";"318600 ";"2011JJ00";"     101";"     0.0";"     0.0";"     102";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.1";"     0.0"
"428";"318600 ";"2012JJ00";"     108";"     0.0";"     0.0";"     109";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.4";"     0.0"
"429";"318600 ";"2013JJ00";"      87";"     0.0";"     0.0";"      88";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.6";"     0.0"
"430";"318600 ";"2014JJ00";"      68";"     0.0";"     0.0";"      68";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.1";"     0.0"
"431";"318600 ";"2015JJ00";"      73";"     0.0";"     0.0";"      74";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     2.8";"     0.0"
"432";"318600 ";"2016JJ00";"      75";"     0.0";"     0.0";"      76";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     2.9";"     0.0"
"433";"318600 ";"2017JJ00";"      77";"     0.0";"     0.0";"      78";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.3";"     0.0"
"434";"318600 ";"2018JJ00";"      81";"     0.0";"     0.0";"      82";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     3.3";"     0.0"
"435";"320000 ";"1990JJ00";"   11024";"     0.0";"     1.1";"   11066";"    19.0";"    67.2";"     0.0";"     2.5";"     0.0";"     5.3";"    15.9";"     6.5"
"436";"320000 ";"1991JJ00";"   11083";"     0.0";"     1.1";"   11118";"    19.6";"    59.1";"     0.0";"     2.3";"     0.0";"     4.9";"    15.2";"     6.1"
"437";"320000 ";"1992JJ00";"   10433";"     0.0";"     1.1";"   10467";"    17.5";"    59.5";"     0.0";"     2.2";"     0.0";"     4.4";"    14.5";"     5.8"
"438";"320000 ";"1993JJ00";"   11509";"     0.0";"     1.3";"   11554";"    17.3";"    63.3";"     0.0";"     2.4";"     0.0";"     3.9";"    13.8";"     5.5"
"439";"320000 ";"1994JJ00";"   11339";"     0.0";"     1.2";"   11383";"    16.8";"    58.9";"     0.0";"     2.2";"     0.0";"     3.5";"    13.1";"     5.1"
"440";"320000 ";"1995JJ00";"   11616";"     0.1";"     1.0";"   11657";"    17.3";"    61.2";"     0.0";"     2.3";"     0.0";"     3.0";"    12.4";"     4.8"
"441";"320000 ";"1996JJ00";"   11823";"     0.1";"     1.0";"   11864";"    16.7";"    55.1";"     0.0";"     2.1";"     0.0";"     3.2";"    13.9";"     5.3"
"442";"320000 ";"1997JJ00";"   11952";"     0.0";"     1.0";"   11992";"    15.8";"    52.6";"     0.0";"     2.0";"     0.0";"     3.3";"    12.7";"     4.9"
"443";"320000 ";"1998JJ00";"   12368";"     0.0";"     1.0";"   12407";"    12.6";"    49.6";"     0.0";"     1.8";"     0.0";"     2.9";"     9.8";"     3.4"
"444";"320000 ";"1999JJ00";"   11837";"     0.0";"     0.9";"   11872";"    11.8";"    46.3";"     0.0";"     1.7";"     0.0";"     3.5";"    10.7";"     3.4"
"445";"320000 ";"2000JJ00";"   12384";"     0.0";"     0.9";"   12419";"    10.5";"    33.2";"     0.0";"     1.3";"     0.0";"     3.7";"    15.0";"     3.4"
"446";"320000 ";"2001JJ00";"   12734";"     0.0";"     0.9";"   12767";"    10.4";"    34.8";"     0.0";"     1.3";"     0.0";"     3.0";"     8.9";"     2.9"
"447";"320000 ";"2002JJ00";"   11727";"     0.0";"     0.9";"   11759";"    10.1";"    30.4";"     0.0";"     1.2";"     0.0";"     5.6";"     8.2";"     2.4"
"448";"320000 ";"2003JJ00";"   12315";"     0.0";"     0.9";"   12349";"     9.9";"    29.5";"     0.0";"     1.1";"     0.0";"     6.8";"     8.3";"     2.8"
"449";"320000 ";"2004JJ00";"   12272";"     0.0";"     0.9";"   12307";"     9.5";"    32.3";"     0.0";"     1.2";"     0.0";"     6.8";"     8.1";"     2.0"
"450";"320000 ";"2005JJ00";"   12378";"     0.0";"     0.9";"   12412";"     9.3";"    32.2";"     0.0";"     1.2";"     0.0";"     6.0";"    12.4";"     1.7"
"451";"320000 ";"2006JJ00";"   11601";"     0.0";"     0.8";"   11632";"    10.2";"    32.4";"     0.0";"     1.2";"     0.0";"     6.7";"     9.9";"     1.7"
"452";"320000 ";"2007JJ00";"   11612";"     0.0";"     1.0";"   11648";"     9.4";"    29.9";"     0.0";"     1.1";"     0.0";"     4.7";"     8.1";"     1.5"
"453";"320000 ";"2008JJ00";"   11822";"     0.0";"     0.8";"   11855";"     8.7";"    25.7";"     0.0";"     1.0";"     0.0";"     5.8";"     7.7";"     1.4"
"454";"320000 ";"2009JJ00";"   10804";"     0.0";"     1.3";"   10844";"     6.3";"    17.9";"     0.0";"     0.7";"     0.0";"     7.6";"     6.9";"     0.6"
"455";"320000 ";"2010JJ00";"   10631";"     0.0";"     1.0";"   10664";"     5.7";"    12.7";"     0.0";"     0.5";"     0.0";"     6.6";"     7.2";"     0.3"
"456";"320000 ";"2011JJ00";"   10836";"     0.0";"     1.5";"   10882";"     5.9";"    12.5";"     0.0";"     0.5";"     0.0";"     9.2";"     6.0";"     0.3"
"457";"320000 ";"2012JJ00";"   10542";"     0.0";"     1.3";"   10584";"     5.4";"    13.9";"     0.0";"     0.6";"     0.0";"     8.1";"     6.4";"     0.2"
"458";"320000 ";"2013JJ00";"   10319";"     0.0";"     0.9";"   10349";"     5.6";"     9.9";"     0.0";"     0.4";"     0.0";"     6.6";"     6.4";"     0.2"
"459";"320000 ";"2014JJ00";"   10691";"     0.0";"     0.9";"   10722";"     5.3";"     9.7";"     0.0";"     0.4";"     0.0";"     6.9";"     5.7";"     0.2"
"460";"320000 ";"2015JJ00";"   11075";"     0.0";"     0.9";"   11107";"     5.3";"    11.1";"     0.0";"     0.5";"     0.0";"     7.7";"     5.6";"     0.3"
"461";"320000 ";"2016JJ00";"   10671";"     0.0";"     0.9";"   10703";"     5.0";"    11.2";"     0.0";"     0.5";"     0.0";"     7.0";"     5.2";"     0.2"
"462";"320000 ";"2017JJ00";"   10071";"     0.0";"     0.9";"   10102";"     4.8";"    11.1";"     0.0";"     0.5";"     0.0";"     4.2";"     5.1";"     0.2"
"463";"320000 ";"2018JJ00";"   10127";"     0.0";"     0.9";"   10159";"     4.9";"     9.8";"     0.0";"     0.4";"     0.0";"     4.2";"     4.6";"     0.2"
"464";"320705 ";"1990JJ00";"   21872";"    23.8";"    12.3";"   34872";"    39.3";"    20.1";"     3.3";"     1.7";"  1576.7";"    25.0";"    34.6";"     4.5"
"465";"320705 ";"1991JJ00";"   23739";"    23.8";"    12.3";"   35795";"    37.4";"    13.6";"     3.5";"     1.4";"  1311.6";"    27.3";"    31.6";"     4.3"
"466";"320705 ";"1992JJ00";"   25319";"    24.0";"    12.4";"   38135";"    32.5";"    14.8";"     3.6";"     1.4";"  1046.5";"    29.6";"    28.6";"     4.1"
"467";"320705 ";"1993JJ00";"   19562";"    25.6";"    12.0";"   33326";"    29.5";"    12.6";"     3.1";"     1.2";"   781.4";"    31.9";"    25.6";"     3.9"
"468";"320705 ";"1994JJ00";"   19073";"    25.0";"    12.0";"   33920";"    30.3";"    12.8";"     3.4";"     1.3";"   516.3";"    34.2";"    22.6";"     3.6"
"469";"320705 ";"1995JJ00";"   17115";"    23.8";"    12.0";"   31802";"    28.5";"    11.3";"     3.1";"     1.2";"   251.2";"    36.0";"    19.8";"     3.6"
"470";"320705 ";"1996JJ00";"   17462";"    23.8";"    12.0";"   33847";"    28.4";"    11.3";"     2.8";"     1.1";"   191.6";"    42.1";"    19.6";"     1.7"
"471";"320705 ";"1997JJ00";"   17027";"    23.6";"    12.0";"   33988";"    24.5";"    10.5";"     2.5";"     1.0";"   132.0";"    40.9";"    17.3";"     1.8"
"472";"320705 ";"1998JJ00";"   17051";"    23.7";"    11.9";"   34601";"    20.1";"     6.4";"     2.4";"     0.8";"    70.6";"    37.0";"    15.9";"     2.3"
"473";"320705 ";"1999JJ00";"   16682";"    22.6";"    12.4";"   29516";"    17.9";"     4.0";"     2.0";"     0.6";"    50.0";"    39.3";"    15.2";"     1.9"
"474";"320705 ";"2000JJ00";"   16424";"    23.1";"    12.4";"   27154";"    15.6";"     3.1";"     1.8";"     0.5";"    40.0";"    28.0";"    13.7";"     1.6"
"475";"320705 ";"2001JJ00";"   15731";"    21.1";"    12.3";"   23311";"    14.4";"     4.2";"     1.8";"     0.5";"    25.9";"    29.1";"    12.2";"     1.2"
"476";"320705 ";"2002JJ00";"   16097";"    20.3";"    13.8";"   23258";"    14.5";"     4.1";"     1.5";"     0.5";"    10.6";"    26.3";"    11.3";"     1.6"
"477";"320705 ";"2003JJ00";"   16636";"    20.5";"    13.8";"   23728";"    15.6";"     3.6";"     1.6";"     0.5";"     0.0";"    22.9";"    10.8";"     1.3"
"478";"320705 ";"2004JJ00";"   16512";"    22.4";"    13.9";"   24079";"    15.7";"     4.3";"     2.1";"     0.6";"     0.0";"    25.7";"    11.1";"     1.4"
"479";"320705 ";"2005JJ00";"   16284";"    22.5";"    13.8";"   23632";"    15.0";"     3.9";"     1.5";"     0.5";"     0.0";"    21.6";"     8.7";"     1.3"
"480";"320705 ";"2006JJ00";"   16877";"    22.4";"    12.6";"   24265";"    14.3";"     4.0";"     1.3";"     0.5";"     0.0";"    20.2";"     8.8";"     1.3"
"481";"320705 ";"2007JJ00";"   17798";"    18.0";"    12.8";"   23830";"    13.3";"     4.1";"     1.1";"     0.5";"     0.0";"    35.7";"     9.2";"     1.1"
"482";"320705 ";"2008JJ00";"   17399";"     5.8";"    12.4";"   19739";"    13.5";"     3.4";"     1.1";"     0.5";"     0.0";"    28.9";"     8.8";"     0.9"
"483";"320705 ";"2009JJ00";"   16216";"     6.1";"    12.0";"   18639";"    11.9";"     2.3";"     0.9";"     0.4";"     0.0";"    12.7";"     6.9";"     1.4"
"484";"320705 ";"2010JJ00";"   18195";"     5.1";"    12.8";"   20650";"    12.5";"     2.1";"     0.7";"     0.4";"     0.0";"    12.4";"     6.9";"     1.4"
"485";"320705 ";"2011JJ00";"   17685";"     5.1";"    12.6";"   19782";"    12.2";"     2.4";"     1.0";"     0.4";"     0.0";"    14.3";"     7.5";"     1.3"
"486";"320705 ";"2012JJ00";"   18142";"     5.2";"    12.8";"   20225";"    11.5";"     2.1";"     0.8";"     0.4";"     0.0";"    16.5";"     9.5";"     1.4"
"487";"320705 ";"2013JJ00";"   17894";"     5.2";"    12.6";"   20027";"    10.1";"     1.6";"     0.6";"     0.3";"     0.0";"    13.0";"     7.4";"     1.5"
"488";"320705 ";"2014JJ00";"   17545";"     5.4";"    12.9";"   19552";"     9.6";"     1.8";"     0.6";"     0.3";"     0.0";"    11.7";"     7.2";"     1.3"
"489";"320705 ";"2015JJ00";"   17553";"     5.4";"    12.8";"   19639";"     9.1";"     1.6";"     0.6";"     0.3";"     0.0";"    13.1";"     6.2";"     1.2"
"490";"320705 ";"2016JJ00";"   18602";"     4.7";"    12.8";"   20515";"     9.5";"     1.5";"     0.8";"     0.3";"     0.0";"    12.8";"     5.7";"     1.3"
"491";"320705 ";"2017JJ00";"   19607";"     5.0";"    13.1";"   21564";"     9.2";"     1.7";"     0.7";"     0.3";"     0.0";"    14.8";"     5.8";"     1.5"
"492";"320705 ";"2018JJ00";"   19590";"     4.6";"    12.6";"   21517";"     8.8";"     1.7";"     0.7";"     0.3";"     0.0";"    14.8";"     5.6";"     1.3"
"493";"320700 ";"1990JJ00";"   21633";"    23.8";"    12.2";"   34631";"    38.9";"    19.9";"     3.3";"     1.7";"  1574.3";"    24.9";"    33.0";"     4.4"
"494";"320700 ";"1991JJ00";"   23509";"    23.8";"    12.3";"   35565";"    37.0";"    13.5";"     3.5";"     1.4";"  1309.6";"    27.2";"    30.2";"     4.2"
"495";"320700 ";"1992JJ00";"   25089";"    24.0";"    12.4";"   37904";"    32.2";"    14.6";"     3.6";"     1.4";"  1044.9";"    29.5";"    27.3";"     4.0"
"496";"320700 ";"1993JJ00";"   18936";"    25.6";"    12.0";"   32698";"    29.2";"    12.3";"     3.1";"     1.2";"   780.2";"    31.8";"    24.5";"     3.8"
"497";"320700 ";"1994JJ00";"   18612";"    25.0";"    12.0";"   33459";"    29.9";"    12.4";"     3.4";"     1.2";"   515.5";"    34.1";"    21.6";"     3.6"
"498";"320700 ";"1995JJ00";"   16688";"    23.8";"    11.9";"   31374";"    28.1";"    11.2";"     3.1";"     1.1";"   250.8";"    35.9";"    19.1";"     3.6"
"499";"320700 ";"1996JJ00";"   17032";"    23.8";"    12.0";"   33416";"    28.1";"    11.2";"     2.8";"     1.1";"   191.3";"    42.0";"    19.0";"     1.7"
"500";"320700 ";"1997JJ00";"   16630";"    23.6";"    11.9";"   33590";"    24.2";"    10.5";"     2.5";"     1.0";"   131.8";"    40.8";"    16.8";"     1.8"
"501";"320700 ";"1998JJ00";"   16567";"    23.7";"    11.9";"   34116";"    19.9";"     6.3";"     2.3";"     0.8";"    70.5";"    36.8";"    15.4";"     2.3"
"502";"320700 ";"1999JJ00";"   16281";"    22.6";"    12.4";"   29114";"    17.6";"     3.9";"     2.0";"     0.6";"    50.0";"    39.2";"    14.7";"     1.9"
"503";"320700 ";"2000JJ00";"   16025";"    23.1";"    12.4";"   26754";"    15.3";"     3.0";"     1.8";"     0.5";"    40.0";"    27.6";"    13.1";"     1.6"
"504";"320700 ";"2001JJ00";"   15315";"    21.1";"    12.3";"   22894";"    14.3";"     4.2";"     1.8";"     0.5";"    25.9";"    28.7";"    11.7";"     1.2"
"505";"320700 ";"2002JJ00";"   15743";"    20.3";"    13.8";"   22902";"    14.3";"     4.0";"     1.5";"     0.5";"    10.6";"    26.2";"    10.9";"     1.6"
"506";"320700 ";"2003JJ00";"   16315";"    20.5";"    13.8";"   23405";"    15.3";"     3.5";"     1.6";"     0.5";"     0.0";"    22.6";"    10.2";"     1.1"
"507";"320700 ";"2004JJ00";"   16201";"    22.4";"    13.9";"   23767";"    15.5";"     4.3";"     2.1";"     0.6";"     0.0";"    25.5";"    10.6";"     1.4"
"508";"320700 ";"2005JJ00";"   15967";"    22.5";"    13.7";"   23314";"    14.9";"     3.9";"     1.5";"     0.5";"     0.0";"    21.5";"     8.2";"     1.3"
"509";"320700 ";"2006JJ00";"   16556";"    22.4";"    12.6";"   23942";"    14.1";"     4.0";"     1.3";"     0.5";"     0.0";"    20.0";"     8.3";"     1.3"
"510";"320700 ";"2007JJ00";"   17500";"    18.0";"    12.7";"   23531";"    13.1";"     4.1";"     1.1";"     0.5";"     0.0";"    35.5";"     8.8";"     1.1"
"511";"320700 ";"2008JJ00";"   17133";"     5.8";"    12.3";"   19472";"    13.3";"     3.4";"     1.1";"     0.5";"     0.0";"    28.8";"     8.4";"     0.9"
"512";"320700 ";"2009JJ00";"   15982";"     6.1";"    12.0";"   18405";"    11.7";"     2.3";"     0.9";"     0.4";"     0.0";"    12.6";"     6.5";"     1.4"
"513";"320700 ";"2010JJ00";"   17933";"     5.1";"    12.8";"   20387";"    12.3";"     2.1";"     0.7";"     0.4";"     0.0";"    12.4";"     6.6";"     1.4"
"514";"320700 ";"2011JJ00";"   17457";"     5.1";"    12.6";"   19553";"    12.1";"     2.4";"     1.0";"     0.4";"     0.0";"    14.2";"     7.2";"     1.3"
"515";"320700 ";"2012JJ00";"   17921";"     5.2";"    12.7";"   20002";"    11.4";"     2.1";"     0.8";"     0.4";"     0.0";"    16.4";"     9.2";"     1.4"
"516";"320700 ";"2013JJ00";"   17685";"     5.2";"    12.6";"   19817";"    10.0";"     1.6";"     0.6";"     0.3";"     0.0";"    12.9";"     7.2";"     1.5"
"517";"320700 ";"2014JJ00";"   17374";"     5.4";"    12.8";"   19379";"     9.5";"     1.8";"     0.6";"     0.3";"     0.0";"    11.6";"     6.8";"     1.3"
"518";"320700 ";"2015JJ00";"   17383";"     5.4";"    12.7";"   19467";"     9.0";"     1.6";"     0.6";"     0.3";"     0.0";"    13.1";"     5.9";"     1.2"
"519";"320700 ";"2016JJ00";"   18471";"     4.7";"    12.7";"   20382";"     9.4";"     1.5";"     0.8";"     0.3";"     0.0";"    12.7";"     5.4";"     1.3"
"520";"320700 ";"2017JJ00";"   19474";"     5.0";"    13.1";"   21429";"     9.1";"     1.7";"     0.7";"     0.3";"     0.0";"    14.7";"     5.6";"     1.5"
"521";"320700 ";"2018JJ00";"   19460";"     4.6";"    12.6";"   21385";"     8.7";"     1.7";"     0.7";"     0.3";"     0.0";"    14.7";"     5.4";"     1.3"
"522";"323200 ";"1990JJ00";"     240";"     0.0";"     0.0";"     240";"     0.4";"     0.1";"     0.0";"     0.0";"     2.4";"     0.1";"     1.6";"     0.0"
"523";"323200 ";"1991JJ00";"     230";"     0.0";"     0.0";"     230";"     0.4";"     0.2";"     0.0";"     0.0";"     2.0";"     0.1";"     1.5";"     0.0"
"524";"323200 ";"1992JJ00";"     230";"     0.0";"     0.0";"     231";"     0.4";"     0.2";"     0.0";"     0.0";"     1.6";"     0.1";"     1.3";"     0.0"
"525";"323200 ";"1993JJ00";"     626";"     0.0";"     0.0";"     627";"     0.3";"     0.3";"     0.0";"     0.0";"     1.2";"     0.1";"     1.2";"     0.0"
"526";"323200 ";"1994JJ00";"     461";"     0.0";"     0.0";"     462";"     0.3";"     0.3";"     0.0";"     0.0";"     0.8";"     0.1";"     1.0";"     0.0"
"527";"323200 ";"1995JJ00";"     427";"     0.0";"     0.0";"     429";"     0.3";"     0.1";"     0.0";"     0.0";"     0.3";"     0.1";"     0.7";"     0.0"
"528";"323200 ";"1996JJ00";"     430";"     0.0";"     0.0";"     431";"     0.3";"     0.1";"     0.0";"     0.0";"     0.3";"     0.1";"     0.6";"     0.0"
"529";"323200 ";"1997JJ00";"     397";"     0.0";"     0.0";"     398";"     0.3";"     0.1";"     0.0";"     0.0";"     0.2";"     0.1";"     0.5";"     0.0"
"530";"323200 ";"1998JJ00";"     484";"     0.0";"     0.0";"     485";"     0.3";"     0.1";"     0.0";"     0.0";"     0.1";"     0.1";"     0.5";"     0.0"
"531";"323200 ";"1999JJ00";"     401";"     0.0";"     0.0";"     402";"     0.3";"     0.1";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"532";"323200 ";"2000JJ00";"     398";"     0.0";"     0.0";"     400";"     0.3";"     0.0";"     0.0";"     0.0";"     0.0";"     0.4";"     0.6";"     0.0"
"533";"323200 ";"2001JJ00";"     416";"     0.0";"     0.0";"     417";"     0.2";"     0.1";"     0.0";"     0.0";"     0.0";"     0.4";"     0.4";"     0.0"
"534";"323200 ";"2002JJ00";"     354";"     0.0";"     0.0";"     355";"     0.2";"     0.1";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"535";"323200 ";"2003JJ00";"     322";"     0.0";"     0.0";"     323";"     0.3";"     0.1";"     0.0";"     0.0";"     0.0";"     0.3";"     0.6";"     0.2"
"536";"323200 ";"2004JJ00";"     311";"     0.0";"     0.0";"     312";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.2";"     0.5";"     0.0"
"537";"323200 ";"2005JJ00";"     317";"     0.0";"     0.0";"     318";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"538";"323200 ";"2006JJ00";"     322";"     0.0";"     0.0";"     323";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"539";"323200 ";"2007JJ00";"     298";"     0.0";"     0.0";"     299";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"540";"323200 ";"2008JJ00";"     267";"     0.0";"     0.0";"     268";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
"541";"323200 ";"2009JJ00";"     233";"     0.0";"     0.0";"     234";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.1";"     0.4";"     0.0"
