"ID";"DutchEconomy";"Periods";"CO2_1";"N2O_2";"CH4_3";"GreenhouseGasEquivalents_4";"NOx_5";"SO2_6";"NH3_7";"AcidificationEquivalents_8";"CFK12Equivalents_9";"CO_10";"NMVOC_11";"PM10_12"
"1350";"300010 ";"2006JJ00";"    3246";"     0.1";"     0.6";"    3281";"     9.5";"     0.0";"     0.6";"     0.2";"     0.0";"    30.0";"     4.0";"     0.7"
"1351";"300010 ";"2007JJ00";"    3278";"     0.1";"     0.6";"    3314";"     9.3";"     0.0";"     0.6";"     0.2";"     0.0";"    31.3";"     4.1";"     0.7"
"1352";"300010 ";"2008JJ00";"    3462";"     0.1";"     0.7";"    3500";"     9.3";"     0.0";"     0.6";"     0.2";"     0.0";"    32.9";"     4.1";"     0.7"
"1353";"300010 ";"2009JJ00";"    3383";"     0.1";"     0.6";"    3418";"     8.6";"     0.0";"     0.6";"     0.2";"     0.0";"    31.2";"     3.9";"     0.6"
"1354";"300010 ";"2010JJ00";"    3114";"     0.1";"     0.5";"    3143";"     7.8";"     0.0";"     0.6";"     0.2";"     0.0";"    27.6";"     3.6";"     0.5"
"1355";"300010 ";"2011JJ00";"    2972";"     0.1";"     0.4";"    3000";"     7.4";"     0.0";"     0.5";"     0.2";"     0.0";"    27.2";"     3.6";"     0.5"
"1356";"300010 ";"2012JJ00";"    3071";"     0.1";"     0.4";"    3099";"     7.4";"     0.0";"     0.5";"     0.2";"     0.0";"    27.1";"     3.6";"     0.5"
"1357";"300010 ";"2013JJ00";"    3060";"     0.1";"     0.4";"    3088";"     7.2";"     0.0";"     0.5";"     0.2";"     0.0";"    26.6";"     3.4";"     0.5"
"1358";"300010 ";"2014JJ00";"    2862";"     0.1";"     0.4";"    2887";"     6.8";"     0.0";"     0.5";"     0.2";"     0.0";"    24.5";"     3.3";"     0.4"
"1359";"300010 ";"2015JJ00";"    2956";"     0.1";"     0.3";"    2979";"     6.9";"     0.0";"     0.5";"     0.2";"     0.0";"    24.8";"     3.4";"     0.4"
"1360";"300010 ";"2016JJ00";"    2955";"     0.1";"     0.3";"    2978";"     6.6";"     0.0";"     0.5";"     0.2";"     0.0";"    23.7";"     3.5";"     0.4"
"1361";"300010 ";"2017JJ00";"    3150";"     0.1";"     0.3";"    3174";"     6.7";"     0.0";"     0.5";"     0.2";"     0.0";"    25.9";"     3.7";"     0.4"
"1362";"300010 ";"2018JJ00";"    3189";"     0.1";"     0.3";"    3212";"     6.3";"     0.0";"     0.5";"     0.2";"     0.0";"    24.4";"     3.6";"     0.4"
"1363";"403300 ";"1990JJ00";"     717";"     0.0";"     0.1";"     722";"     3.5";"     0.2";"     0.1";"     0.1";"   188.7";"     5.9";"     2.6";"     0.3"
"1364";"403300 ";"1991JJ00";"     783";"     0.0";"     0.2";"     788";"     3.6";"     0.2";"     0.1";"     0.1";"   152.5";"     5.3";"     2.5";"     0.3"
"1365";"403300 ";"1992JJ00";"     759";"     0.0";"     0.2";"     765";"     3.8";"     0.3";"     0.1";"     0.1";"   116.3";"     5.1";"     2.4";"     0.3"
"1366";"403300 ";"1993JJ00";"     805";"     0.0";"     0.2";"     812";"     3.6";"     0.3";"     0.1";"     0.1";"    80.0";"     4.8";"     2.4";"     0.3"
"1367";"403300 ";"1994JJ00";"     773";"     0.0";"     0.2";"     781";"     3.7";"     0.3";"     0.1";"     0.1";"    43.8";"     4.4";"     2.3";"     0.2"
"1368";"403300 ";"1995JJ00";"     793";"     0.0";"     0.3";"     802";"     3.1";"     0.3";"     0.1";"     0.1";"     7.6";"     4.1";"     1.8";"     0.2"
"1369";"403300 ";"1996JJ00";"     872";"     0.0";"     0.3";"     883";"     3.0";"     0.3";"     0.1";"     0.1";"     6.6";"     3.7";"     1.7";"     0.2"
"1370";"403300 ";"1997JJ00";"     813";"     0.0";"     0.4";"     825";"     2.8";"     0.2";"     0.1";"     0.1";"     4.5";"     3.4";"     1.6";"     0.2"
"1371";"403300 ";"1998JJ00";"     811";"     0.0";"     0.3";"     822";"     2.7";"     0.2";"     0.1";"     0.1";"     2.2";"     3.1";"     1.6";"     0.2"
"1372";"403300 ";"1999JJ00";"     809";"     0.0";"     0.3";"     820";"     2.8";"     0.1";"     0.1";"     0.1";"     1.1";"     2.9";"     1.6";"     0.2"
"1373";"403300 ";"2000JJ00";"     808";"     0.0";"     0.4";"     820";"     2.7";"     0.1";"     0.1";"     0.1";"     0.6";"     2.8";"     1.5";"     0.2"
"1374";"403300 ";"2001JJ00";"     867";"     0.0";"     0.3";"     878";"     2.8";"     0.1";"     0.1";"     0.1";"     0.3";"     3.0";"     1.5";"     0.2"
"1375";"403300 ";"2002JJ00";"     846";"     0.0";"     0.3";"     856";"     2.7";"     0.0";"     0.1";"     0.1";"     0.0";"     2.9";"     1.4";"     0.2"
"1376";"403300 ";"2003JJ00";"     872";"     0.0";"     0.3";"     883";"     2.6";"     0.1";"     0.1";"     0.1";"     0.0";"     2.8";"     1.4";"     0.2"
"1377";"403300 ";"2004JJ00";"     917";"     0.0";"     0.3";"     927";"     2.6";"     0.0";"     0.1";"     0.1";"     0.0";"     2.7";"     1.4";"     0.2"
"1378";"403300 ";"2005JJ00";"     882";"     0.0";"     0.3";"     892";"     2.5";"     0.0";"     0.1";"     0.1";"     0.0";"     2.8";"     1.3";"     0.2"
"1379";"403300 ";"2006JJ00";"     888";"     0.0";"     0.3";"     898";"     2.5";"     0.0";"     0.1";"     0.1";"     0.0";"     2.8";"     1.4";"     0.2"
"1380";"403300 ";"2007JJ00";"     853";"     0.0";"     0.3";"     863";"     2.4";"     0.0";"     0.1";"     0.1";"     0.0";"     2.9";"     1.4";"     0.2"
"1381";"403300 ";"2008JJ00";"     915";"     0.0";"     0.3";"     926";"     2.4";"     0.0";"     0.1";"     0.1";"     0.0";"     3.1";"     1.4";"     0.1"
"1382";"403300 ";"2009JJ00";"     903";"     0.0";"     0.3";"     914";"     2.3";"     0.0";"     0.1";"     0.1";"     0.0";"     2.8";"     1.4";"     0.1"
"1383";"403300 ";"2010JJ00";"     822";"     0.0";"     0.2";"     830";"     2.0";"     0.0";"     0.1";"     0.1";"     0.0";"     2.5";"     1.3";"     0.1"
"1384";"403300 ";"2011JJ00";"     700";"     0.0";"     0.2";"     707";"     1.8";"     0.0";"     0.1";"     0.0";"     0.0";"     2.4";"     1.3";"     0.1"
"1385";"403300 ";"2012JJ00";"     715";"     0.0";"     0.2";"     722";"     1.8";"     0.0";"     0.1";"     0.0";"     0.0";"     2.3";"     1.3";"     0.1"
"1386";"403300 ";"2013JJ00";"     761";"     0.0";"     0.2";"     768";"     1.9";"     0.0";"     0.1";"     0.0";"     0.0";"     3.0";"     1.2";"     0.1"
"1387";"403300 ";"2014JJ00";"     679";"     0.0";"     0.1";"     686";"     1.7";"     0.0";"     0.1";"     0.0";"     0.0";"     2.9";"     1.3";"     0.1"
"1388";"403300 ";"2015JJ00";"     692";"     0.0";"     0.1";"     697";"     1.7";"     0.0";"     0.1";"     0.0";"     0.0";"     2.5";"     1.2";"     0.1"
"1389";"403300 ";"2016JJ00";"     713";"     0.0";"     0.1";"     719";"     1.7";"     0.0";"     0.1";"     0.0";"     0.0";"     2.5";"     1.3";"     0.1"
"1390";"403300 ";"2017JJ00";"     747";"     0.0";"     0.1";"     752";"     1.6";"     0.0";"     0.1";"     0.0";"     0.0";"     2.8";"     1.3";"     0.1"
"1391";"403300 ";"2018JJ00";"     753";"     0.0";"     0.1";"     759";"     1.6";"     0.0";"     0.1";"     0.0";"     0.0";"     2.7";"     1.3";"     0.1"
"1392";"410200 ";"1990JJ00";"    1272";"     0.0";"     0.3";"    1284";"    11.1";"     0.6";"     0.1";"     0.3";"   121.3";"    31.6";"     8.0";"     0.8"
"1393";"410200 ";"1991JJ00";"    1321";"     0.0";"     0.3";"    1334";"    10.8";"     0.6";"     0.1";"     0.3";"    98.0";"    27.8";"     7.1";"     0.8"
"1394";"410200 ";"1992JJ00";"    1349";"     0.0";"     0.3";"    1363";"    10.6";"     0.6";"     0.1";"     0.3";"    74.7";"    26.2";"     6.6";"     0.7"
"1395";"410200 ";"1993JJ00";"    1383";"     0.0";"     0.3";"    1399";"     9.9";"     0.6";"     0.1";"     0.2";"    51.5";"    24.1";"     6.0";"     0.7"
"1396";"410200 ";"1994JJ00";"    1389";"     0.0";"     0.3";"    1406";"     9.4";"     0.6";"     0.1";"     0.2";"    28.2";"    22.5";"     5.5";"     0.6"
"1397";"410200 ";"1995JJ00";"    1412";"     0.0";"     0.3";"    1430";"     8.6";"     0.6";"     0.1";"     0.2";"     4.9";"    21.5";"     4.8";"     0.6"
"1398";"410200 ";"1996JJ00";"    1453";"     0.0";"     0.3";"    1472";"     8.0";"     0.4";"     0.2";"     0.2";"     4.6";"    20.1";"     4.3";"     0.6"
"1399";"410200 ";"1997JJ00";"    1465";"     0.0";"     0.3";"    1484";"     7.6";"     0.2";"     0.2";"     0.2";"     3.3";"    19.1";"     3.9";"     0.5"
"1400";"410200 ";"1998JJ00";"    1480";"     0.0";"     0.3";"    1499";"     7.2";"     0.2";"     0.2";"     0.2";"     1.7";"    17.6";"     3.5";"     0.5"
"1401";"410200 ";"1999JJ00";"    1535";"     0.0";"     0.3";"    1554";"     7.1";"     0.2";"     0.2";"     0.2";"     0.9";"    17.0";"     3.3";"     0.5"
"1402";"410200 ";"2000JJ00";"    1541";"     0.0";"     0.3";"    1560";"     6.8";"     0.1";"     0.3";"     0.2";"     0.4";"    16.3";"     2.8";"     0.5"
"1403";"410200 ";"2001JJ00";"    1853";"     0.1";"     0.3";"    1876";"     7.4";"     0.0";"     0.3";"     0.2";"     0.2";"    21.0";"     3.1";"     0.5"
"1404";"410200 ";"2002JJ00";"    1886";"     0.1";"     0.3";"    1908";"     7.1";"     0.1";"     0.4";"     0.2";"     0.0";"    21.4";"     2.8";"     0.5"
"1405";"410200 ";"2003JJ00";"    1918";"     0.1";"     0.3";"    1940";"     6.8";"     0.0";"     0.4";"     0.2";"     0.0";"    21.6";"     2.6";"     0.5"
"1406";"410200 ";"2004JJ00";"    2012";"     0.1";"     0.3";"    2034";"     6.7";"     0.0";"     0.4";"     0.2";"     0.0";"    22.1";"     2.4";"     0.5"
"1407";"410200 ";"2005JJ00";"    2179";"     0.1";"     0.3";"    2203";"     6.9";"     0.0";"     0.5";"     0.2";"     0.0";"    24.6";"     2.5";"     0.5"
"1408";"410200 ";"2006JJ00";"    2358";"     0.1";"     0.3";"    2383";"     7.0";"     0.0";"     0.5";"     0.2";"     0.0";"    27.1";"     2.6";"     0.5"
"1409";"410200 ";"2007JJ00";"    2425";"     0.1";"     0.3";"    2450";"     6.9";"     0.0";"     0.5";"     0.2";"     0.0";"    28.5";"     2.7";"     0.5"
"1410";"410200 ";"2008JJ00";"    2547";"     0.1";"     0.3";"    2574";"     6.9";"     0.0";"     0.5";"     0.2";"     0.0";"    29.8";"     2.7";"     0.5"
"1411";"410200 ";"2009JJ00";"    2479";"     0.1";"     0.3";"    2504";"     6.4";"     0.0";"     0.5";"     0.2";"     0.0";"    28.4";"     2.5";"     0.5"
"1412";"410200 ";"2010JJ00";"    2292";"     0.1";"     0.3";"    2313";"     5.8";"     0.0";"     0.5";"     0.2";"     0.0";"    25.1";"     2.3";"     0.4"
"1413";"410200 ";"2011JJ00";"    2272";"     0.0";"     0.2";"    2293";"     5.6";"     0.0";"     0.4";"     0.1";"     0.0";"    24.8";"     2.3";"     0.4"
"1414";"410200 ";"2012JJ00";"    2355";"     0.0";"     0.2";"    2376";"     5.6";"     0.0";"     0.4";"     0.1";"     0.0";"    24.9";"     2.3";"     0.4"
"1415";"410200 ";"2013JJ00";"    2299";"     0.0";"     0.2";"    2320";"     5.3";"     0.0";"     0.4";"     0.1";"     0.0";"    23.6";"     2.2";"     0.4"
"1416";"410200 ";"2014JJ00";"    2183";"     0.0";"     0.2";"    2202";"     5.0";"     0.0";"     0.4";"     0.1";"     0.0";"    21.7";"     2.1";"     0.3"
"1417";"410200 ";"2015JJ00";"    2264";"     0.0";"     0.2";"    2282";"     5.2";"     0.0";"     0.4";"     0.1";"     0.0";"    22.3";"     2.2";"     0.3"
"1418";"410200 ";"2016JJ00";"    2242";"     0.0";"     0.2";"    2259";"     4.9";"     0.0";"     0.4";"     0.1";"     0.0";"    21.2";"     2.2";"     0.3"
"1419";"410200 ";"2017JJ00";"    2403";"     0.0";"     0.2";"    2422";"     5.0";"     0.0";"     0.4";"     0.1";"     0.0";"    23.1";"     2.4";"     0.3"
"1420";"410200 ";"2018JJ00";"    2436";"     0.0";"     0.2";"    2453";"     4.7";"     0.0";"     0.4";"     0.1";"     0.0";"    21.7";"     2.3";"     0.3"
"1421";"300012 ";"1990JJ00";"    4045";"     0.8";"     8.8";"    4492";"    12.3";"     0.8";"     0.2";"     0.3";"   607.3";"     8.4";"     5.4";"     0.6"
"1422";"300012 ";"1991JJ00";"    4375";"     0.8";"    13.6";"    4942";"    11.8";"     0.7";"     0.2";"     0.3";"   490.8";"     7.7";"     5.0";"     0.6"
"1423";"300012 ";"1992JJ00";"    4191";"     0.8";"    13.8";"    4764";"    11.5";"     0.6";"     0.2";"     0.3";"   374.2";"     7.6";"     4.8";"     0.6"
"1424";"300012 ";"1993JJ00";"    4400";"     0.7";"    14.3";"    4972";"    11.6";"     0.6";"     0.2";"     0.3";"   257.6";"     7.2";"     4.5";"     0.5"
"1425";"300012 ";"1994JJ00";"    4135";"     0.7";"     9.9";"    4585";"    10.1";"     0.5";"     0.2";"     0.2";"   141.0";"     6.7";"     4.2";"     0.4"
"1426";"300012 ";"1995JJ00";"    4094";"     0.6";"     8.3";"    4491";"    11.2";"     0.5";"     0.2";"     0.3";"    24.4";"     6.7";"     4.1";"     0.4"
"1427";"300012 ";"1996JJ00";"    4536";"     0.6";"     8.7";"    4933";"    11.1";"     0.5";"     0.2";"     0.3";"    20.3";"     6.7";"     4.5";"     0.4"
"1428";"300012 ";"1997JJ00";"    4116";"     0.5";"     8.8";"    4499";"    10.5";"     0.5";"     0.2";"     0.3";"    13.2";"     6.3";"     4.0";"     0.4"
"1429";"300012 ";"1998JJ00";"    4069";"     0.5";"     8.8";"    4440";"    10.6";"     0.4";"     0.2";"     0.3";"     6.6";"     6.3";"     4.0";"     0.4"
"1430";"300012 ";"1999JJ00";"    4046";"     0.5";"     9.3";"    4424";"    11.1";"     0.5";"     0.2";"     0.3";"     3.2";"     6.5";"     3.7";"     0.4"
"1431";"300012 ";"2000JJ00";"    3985";"     0.4";"     8.9";"    4361";"    10.6";"     0.4";"     0.2";"     0.3";"     1.6";"     6.2";"     3.6";"     0.4"
"1432";"300012 ";"2001JJ00";"    4084";"     0.4";"     8.9";"    4448";"     9.9";"     0.3";"     0.2";"     0.2";"     0.6";"     6.2";"     3.6";"     0.3"
"1433";"300012 ";"2002JJ00";"    4054";"     0.3";"     9.1";"    4408";"    10.1";"     0.3";"     0.2";"     0.2";"     0.0";"     6.1";"     3.7";"     0.4"
"1434";"300012 ";"2003JJ00";"    4308";"     0.3";"     8.8";"    4652";"     9.4";"     0.3";"     0.2";"     0.2";"     0.0";"     6.0";"     3.8";"     0.3"
"1435";"300012 ";"2004JJ00";"    4580";"     0.3";"     9.0";"    4935";"     9.5";"     0.3";"     0.2";"     0.2";"     0.0";"     6.0";"     3.8";"     0.3"
"1436";"300012 ";"2005JJ00";"    4210";"     0.2";"     8.7";"    4548";"     8.5";"     0.2";"     0.2";"     0.2";"     0.0";"     5.8";"     3.7";"     0.3"
"1437";"300012 ";"2006JJ00";"    4164";"     0.2";"     8.4";"    4499";"     8.5";"     0.2";"     0.2";"     0.2";"     0.0";"     6.0";"     3.8";"     0.3"
"1438";"300012 ";"2007JJ00";"    3851";"     0.2";"     8.8";"    4193";"     7.9";"     0.2";"     0.2";"     0.2";"     0.0";"     5.9";"     3.8";"     0.3"
"1439";"300012 ";"2008JJ00";"    4087";"     0.2";"     8.8";"    4431";"     7.8";"     0.2";"     0.2";"     0.2";"     0.0";"     6.2";"     3.8";"     0.3"
"1440";"300012 ";"2009JJ00";"    4166";"     0.2";"     9.2";"    4523";"     7.6";"     0.2";"     0.2";"     0.2";"     0.0";"     6.1";"     3.9";"     0.2"
"1441";"300012 ";"2010JJ00";"    4734";"     0.2";"     9.0";"    5087";"     8.2";"     0.2";"     0.3";"     0.2";"     0.0";"     6.4";"     4.1";"     0.3"
"1442";"300012 ";"2011JJ00";"    4047";"     0.2";"     8.7";"    4398";"     7.9";"     0.2";"     0.3";"     0.2";"     0.0";"     6.2";"     4.0";"     0.3"
"1443";"300012 ";"2012JJ00";"    4459";"     0.2";"     8.7";"    4808";"     7.4";"     0.2";"     0.3";"     0.2";"     0.0";"     6.1";"     3.8";"     0.2"
"1444";"300012 ";"2013JJ00";"    4310";"     0.2";"     8.4";"    4634";"     7.3";"     0.2";"     0.3";"     0.2";"     0.0";"     6.1";"     3.8";"     0.2"
"1445";"300012 ";"2014JJ00";"    3719";"     0.2";"     8.7";"    4034";"     6.5";"     0.2";"     0.3";"     0.2";"     0.0";"     5.6";"     3.8";"     0.2"
"1446";"300012 ";"2015JJ00";"    3872";"     0.2";"     8.0";"    4170";"     6.5";"     0.2";"     0.2";"     0.2";"     0.0";"     5.3";"     3.8";"     0.2"
"1447";"300012 ";"2016JJ00";"    3706";"     0.2";"     8.5";"    4018";"     6.3";"     0.2";"     0.2";"     0.2";"     0.0";"     5.2";"     3.9";"     0.2"
"1448";"300012 ";"2017JJ00";"    3669";"     0.2";"     8.6";"    3980";"     6.1";"     0.2";"     0.2";"     0.2";"     0.0";"     5.0";"     3.9";"     0.2"
"1449";"300012 ";"2018JJ00";"    3640";"     0.2";"     8.3";"    3946";"     6.0";"     0.2";"     0.2";"     0.1";"     0.0";"     5.0";"     3.9";"     0.2"
"1450";"417400 ";"1990JJ00";"    2262";"     0.1";"     8.4";"    2505";"     9.1";"     0.6";"     0.1";"     0.2";"   208.4";"     5.1";"     2.2";"     0.5"
"1451";"417400 ";"1991JJ00";"    2370";"     0.1";"    13.1";"    2730";"     8.6";"     0.6";"     0.1";"     0.2";"   168.4";"     4.8";"     2.0";"     0.5"
"1452";"417400 ";"1992JJ00";"    2325";"     0.1";"    13.3";"    2690";"     8.7";"     0.5";"     0.1";"     0.2";"   128.4";"     4.8";"     1.9";"     0.5"
"1453";"417400 ";"1993JJ00";"    2395";"     0.1";"    13.7";"    2770";"     8.5";"     0.5";"     0.1";"     0.2";"    88.4";"     4.6";"     1.8";"     0.4"
"1454";"417400 ";"1994JJ00";"    2261";"     0.1";"     9.2";"    2524";"     7.9";"     0.4";"     0.1";"     0.2";"    48.4";"     4.3";"     1.7";"     0.3"
"1455";"417400 ";"1995JJ00";"    2265";"     0.1";"     7.4";"    2483";"     8.1";"     0.4";"     0.1";"     0.2";"     8.4";"     4.4";"     1.7";"     0.3"
"1456";"417400 ";"1996JJ00";"    2436";"     0.1";"     7.6";"    2658";"     7.7";"     0.3";"     0.1";"     0.2";"     6.8";"     4.3";"     1.6";"     0.3"
"1457";"417400 ";"1997JJ00";"    2265";"     0.1";"     7.6";"    2487";"     7.7";"     0.3";"     0.1";"     0.2";"     4.4";"     4.2";"     1.6";"     0.3"
"1458";"417400 ";"1998JJ00";"    2269";"     0.1";"     7.7";"    2494";"     7.9";"     0.3";"     0.1";"     0.2";"     2.2";"     4.3";"     1.5";"     0.3"
"1459";"417400 ";"1999JJ00";"    2327";"     0.1";"     8.1";"    2566";"     8.5";"     0.3";"     0.1";"     0.2";"     1.1";"     4.7";"     1.5";"     0.3"
"1460";"417400 ";"2000JJ00";"    2269";"     0.1";"     7.7";"    2495";"     7.9";"     0.3";"     0.1";"     0.2";"     0.5";"     4.3";"     1.4";"     0.3"
"1461";"417400 ";"2001JJ00";"    2244";"     0.1";"     7.8";"    2472";"     7.0";"     0.2";"     0.1";"     0.2";"     0.2";"     4.0";"     1.4";"     0.3"
"1462";"417400 ";"2002JJ00";"    2213";"     0.1";"     8.1";"    2448";"     7.4";"     0.3";"     0.1";"     0.2";"     0.0";"     4.1";"     1.4";"     0.3"
"1463";"417400 ";"2003JJ00";"    2261";"     0.1";"     7.6";"    2483";"     6.5";"     0.2";"     0.1";"     0.2";"     0.0";"     3.8";"     1.5";"     0.2"
"1464";"417400 ";"2004JJ00";"    2346";"     0.1";"     8.0";"    2578";"     6.5";"     0.2";"     0.1";"     0.2";"     0.0";"     3.8";"     1.4";"     0.2"
"1465";"417400 ";"2005JJ00";"    2145";"     0.1";"     7.6";"    2365";"     5.8";"     0.2";"     0.1";"     0.1";"     0.0";"     3.5";"     1.4";"     0.2"
"1466";"417400 ";"2006JJ00";"    2091";"     0.1";"     7.4";"    2307";"     5.9";"     0.2";"     0.1";"     0.1";"     0.0";"     3.6";"     1.4";"     0.2"
"1467";"417400 ";"2007JJ00";"    1980";"     0.1";"     7.7";"    2204";"     5.5";"     0.2";"     0.1";"     0.1";"     0.0";"     3.5";"     1.3";"     0.2"
"1468";"417400 ";"2008JJ00";"    2033";"     0.1";"     7.6";"    2254";"     5.2";"     0.2";"     0.1";"     0.1";"     0.0";"     3.5";"     1.3";"     0.2"
"1469";"417400 ";"2009JJ00";"    2035";"     0.1";"     8.1";"    2267";"     5.1";"     0.2";"     0.1";"     0.1";"     0.0";"     3.2";"     1.3";"     0.2"
"1470";"417400 ";"2010JJ00";"    2060";"     0.1";"     7.9";"    2288";"     5.1";"     0.2";"     0.1";"     0.1";"     0.0";"     3.2";"     1.4";"     0.2"
"1471";"417400 ";"2011JJ00";"    1845";"     0.1";"     7.6";"    2065";"     5.6";"     0.2";"     0.1";"     0.1";"     0.0";"     3.1";"     1.4";"     0.2"
"1472";"417400 ";"2012JJ00";"    1918";"     0.1";"     7.6";"    2140";"     4.7";"     0.2";"     0.1";"     0.1";"     0.0";"     3.0";"     1.3";"     0.2"
"1473";"417400 ";"2013JJ00";"    1675";"     0.1";"     7.3";"    1889";"     4.6";"     0.2";"     0.1";"     0.1";"     0.0";"     3.0";"     1.2";"     0.2"
"1474";"417400 ";"2014JJ00";"    1560";"     0.1";"     7.6";"    1782";"     4.3";"     0.2";"     0.1";"     0.1";"     0.0";"     2.7";"     1.2";"     0.2"
"1475";"417400 ";"2015JJ00";"    1611";"     0.1";"     7.5";"    1830";"     4.2";"     0.1";"     0.1";"     0.1";"     0.0";"     2.5";"     1.2";"     0.2"
"1476";"417400 ";"2016JJ00";"    1560";"     0.1";"     8.0";"    1792";"     4.1";"     0.1";"     0.1";"     0.1";"     0.0";"     2.6";"     1.2";"     0.2"
"1477";"417400 ";"2017JJ00";"    1478";"     0.1";"     8.1";"    1711";"     3.9";"     0.1";"     0.1";"     0.1";"     0.0";"     2.4";"     1.2";"     0.1"
"1478";"417400 ";"2018JJ00";"    1478";"     0.1";"     7.9";"    1706";"     3.9";"     0.1";"     0.1";"     0.1";"     0.0";"     2.5";"     1.2";"     0.1"
"1479";"419000 ";"1990JJ00";"     634";"     0.0";"     0.1";"     638";"     1.3";"     0.1";"     0.0";"     0.0";"   161.5";"     1.1";"     1.3";"     0.0"
"1480";"419000 ";"1991JJ00";"     712";"     0.0";"     0.2";"     717";"     1.3";"     0.1";"     0.0";"     0.0";"   130.5";"     1.0";"     1.2";"     0.0"
"1481";"419000 ";"1992JJ00";"     663";"     0.0";"     0.2";"     668";"     1.2";"     0.1";"     0.0";"     0.0";"    99.5";"     1.0";"     1.1";"     0.0"
"1482";"419000 ";"1993JJ00";"     712";"     0.0";"     0.2";"     718";"     1.5";"     0.0";"     0.0";"     0.0";"    68.5";"     0.9";"     1.0";"     0.0"
"1483";"419000 ";"1994JJ00";"     665";"     0.0";"     0.3";"     673";"     1.1";"     0.0";"     0.0";"     0.0";"    37.5";"     0.8";"     1.0";"     0.0"
"1484";"419000 ";"1995JJ00";"     688";"     0.0";"     0.3";"     697";"     1.2";"     0.1";"     0.0";"     0.0";"     6.5";"     0.8";"     1.0";"     0.0"
"1485";"419000 ";"1996JJ00";"     788";"     0.0";"     0.4";"     800";"     1.6";"     0.0";"     0.1";"     0.0";"     5.4";"     0.8";"     1.1";"     0.0"
"1486";"419000 ";"1997JJ00";"     695";"     0.0";"     0.4";"     707";"     1.2";"     0.0";"     0.1";"     0.0";"     3.5";"     0.7";"     0.9";"     0.0"
"1487";"419000 ";"1998JJ00";"     676";"     0.0";"     0.4";"     688";"     1.1";"     0.0";"     0.1";"     0.0";"     1.8";"     0.7";"     1.0";"     0.0"
"1488";"419000 ";"1999JJ00";"     646";"     0.0";"     0.4";"     657";"     1.1";"     0.0";"     0.1";"     0.0";"     0.9";"     0.7";"     0.9";"     0.0"
"1489";"419000 ";"2000JJ00";"     644";"     0.0";"     0.4";"     656";"     1.1";"     0.0";"     0.0";"     0.0";"     0.4";"     0.6";"     0.9";"     0.0"
"1490";"419000 ";"2001JJ00";"     688";"     0.0";"     0.4";"     698";"     1.1";"     0.0";"     0.1";"     0.0";"     0.2";"     0.7";"     0.8";"     0.0"
"1491";"419000 ";"2002JJ00";"     674";"     0.0";"     0.4";"     685";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.8";"     0.0"
"1492";"419000 ";"2003JJ00";"     739";"     0.0";"     0.4";"     750";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
"1493";"419000 ";"2004JJ00";"     797";"     0.0";"     0.4";"     808";"     1.1";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
"1494";"419000 ";"2005JJ00";"     724";"     0.0";"     0.4";"     734";"     1.0";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.8";"     0.0"
"1495";"419000 ";"2006JJ00";"     716";"     0.0";"     0.4";"     726";"     1.0";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.8";"     0.0"
"1496";"419000 ";"2007JJ00";"     645";"     0.0";"     0.4";"     655";"     0.9";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
"1497";"419000 ";"2008JJ00";"     712";"     0.0";"     0.4";"     723";"     0.9";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
"1498";"419000 ";"2009JJ00";"     732";"     0.0";"     0.4";"     742";"     0.9";"     0.0";"     0.1";"     0.0";"     0.0";"     0.8";"     0.9";"     0.0"
"1499";"419000 ";"2010JJ00";"     868";"     0.0";"     0.4";"     878";"     1.0";"     0.0";"     0.1";"     0.0";"     0.0";"     0.8";"     0.9";"     0.0"
"1500";"419000 ";"2011JJ00";"     677";"     0.0";"     0.3";"     687";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.8";"     0.9";"     0.0"
"1501";"419000 ";"2012JJ00";"     741";"     0.0";"     0.3";"     750";"     0.8";"     0.0";"     0.1";"     0.0";"     0.0";"     0.8";"     0.9";"     0.0"
"1502";"419000 ";"2013JJ00";"     761";"     0.0";"     0.3";"     770";"     0.8";"     0.0";"     0.1";"     0.0";"     0.0";"     0.8";"     0.8";"     0.0"
"1503";"419000 ";"2014JJ00";"     598";"     0.0";"     0.3";"     606";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.8";"     0.0"
"1504";"419000 ";"2015JJ00";"     613";"     0.0";"     0.1";"     616";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
"1505";"419000 ";"2016JJ00";"     635";"     0.0";"     0.1";"     639";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
"1506";"419000 ";"2017JJ00";"     667";"     0.0";"     0.1";"     671";"     0.7";"     0.0";"     0.1";"     0.0";"     0.0";"     0.7";"     0.9";"     0.0"
